CustomerID,Name,Gender,Age,Annual Income ($),Profession,Cases,Sessions,Category,Satisfaction,Date,Resolution Time,Resolved
696,,Female,26,155951,Healthcare,2,2,Divorce,5,2018-11-06,49,Yes
1682,,Female,61,11000,Artist,2,4,Childcare,5,2014-10-24,50,Yes
698,,Female,37,183071,Artist,0,6,Willmaking,4,2018-11-12,10,Yes
1378,,Male,30,65207,Healthcare,2,1,Childcare,4,2018-04-20,17,Yes
700,,Male,54,74820,Doctor,1,3,Divorce,4,2018-11-14,16,Yes
701,,Male,56,152267,Engineer,1,5,Adoption,5,2018-11-15,18,Yes
702,,Female,46,124104,Healthcare,1,2,Willmaking,4,2018-11-17,9,Yes
703,,Female,29,136747,Healthcare,4,5,Divorce,4,2018-11-17,21,Yes
704,,Male,46,71925,Artist,0,5,Divorce,5,2018-11-18,6,Yes
136,,Male,36,131574,Artist,2,3,Childcare,4,2017-06-25,7,Yes
706,,Female,34,76149,Artist,2,0,Adoption,3,2018-11-23,8,Yes
707,,Female,56,151340,Artist,4,3,Adoption,3,2018-11-24,28,Yes
448,,Female,35,148607,Homemaker,3,2,Childcare,4,2019-01-10,35,Yes
709,,Male,41,162921,Executive,0,4,Willmaking,5,2018-11-25,10,Yes
710,,Female,55,119567,Artist,2,2,Willmaking,5,2018-11-25,20,Yes
1838,,Male,22,95000,Doctor,1,1,Childcare,3,2016-01-08,13,Yes
712,,Male,37,180774,Entertainment,3,3,Adoption,3,2018-11-28,49,Yes
713,,Female,42,52234,Executive,3,3,Custody,3,2018-11-30,38,Yes
714,,Female,48,90142,Lawyer,4,5,Custody,4,2018-11-30,22,Yes
715,,Female,42,66089,Artist,0,4,Divorce,5,2018-12-01,31,Yes
1086,,Female,52,68161,Doctor,3,5,Childcare,5,2020-12-13,45,Yes
361,,Female,25,108342,Doctor,1,4,Childcare,4,2018-11-06,52,Yes
718,,Female,25,170266,Artist,2,4,Divorce,4,2018-12-02,18,Yes
719,,Female,29,60044,Artist,1,0,Custody,5,2018-12-04,46,Yes
720,,Male,73,52543,Executive,3,0,Willmaking,4,2018-12-05,15,Yes
721,,Male,57,50429,Artist,0,6,Willmaking,5,2018-12-10,9,Yes
543,,Female,21,108675,Artist,3,4,Childcare,5,2022-12-17,52,Yes
723,,Female,38,161130,Artist,0,4,Adoption,3,2018-12-15,53,Yes
826,,Male,28,173807,Artist,4,0,Childcare,3,2020-09-20,18,Yes
725,,Male,54,87976,Lawyer,1,2,Adoption,4,2018-12-17,33,Yes
726,,Female,63,88763,Entertainment,4,5,Divorce,4,2018-12-18,10,Yes
525,,Female,60,126306,Artist,2,6,Childcare,3,2018-08-17,26,Yes
728,,Female,48,163442,Executive,3,2,Divorce,5,2018-12-20,25,Yes
729,,Male,67,164781,Engineer,3,3,Willmaking,4,2018-12-22,9,Yes
730,,Female,34,73419,Healthcare,4,3,Divorce,4,2018-12-25,27,Yes
731,,Female,36,108159,Entertainment,1,0,Adoption,4,2018-12-25,43,Yes
732,,Female,52,138425,Doctor,4,0,Adoption,3,2018-12-26,25,Yes
596,,Male,35,80605,Doctor,1,5,Childcare,4,2019-07-07,45,Yes
734,,Male,23,54431,Healthcare,1,0,Adoption,4,2018-12-27,39,Yes
735,,Female,64,186882,Entertainment,3,5,Willmaking,4,2018-12-28,15,Yes
736,,Female,46,168437,Artist,3,1,Willmaking,5,2018-12-29,20,Yes
108,,Male,53,20000,Entertainment,2,3,Childcare,4,2014-03-03,7,Yes
738,,Female,49,71322,Entertainment,4,3,Adoption,3,2018-12-31,45,Yes
739,,Female,23,122548,,4,3,Adoption,5,2019-01-01,42,Yes
740,,Male,42,58127,Marketing,4,2,Willmaking,4,2019-01-02,6,Yes
741,,Female,69,141428,Entertainment,2,6,Willmaking,4,2019-01-03,13,Yes
742,,Male,58,142214,Artist,3,6,Willmaking,3,2019-01-03,9,Yes
743,,Female,36,89211,Doctor,2,1,Custody,5,2019-01-05,10,Yes
744,,Female,36,62590,Artist,0,3,Divorce,5,2019-01-06,27,Yes
745,,Male,68,172523,Artist,1,4,Willmaking,5,2019-01-08,10,Yes
746,,Female,48,157588,Executive,4,0,Divorce,4,2019-01-10,48,Yes
1253,,Female,37,51000,Executive,3,2,Childcare,4,2015-01-09,35,Yes
748,,Female,63,143313,Doctor,4,0,Willmaking,3,2019-01-11,11,Yes
749,,Female,33,70803,Entertainment,3,0,Custody,4,2019-01-13,26,Yes
755,,Male,28,172477,Entertainment,0,1,Childcare,5,2020-02-02,28,Yes
751,,Female,59,119833,Doctor,3,4,Divorce,5,2019-01-13,45,Yes
752,,Male,56,126669,Artist,0,2,Willmaking,5,2019-01-14,17,Yes
753,,Male,46,139008,Artist,0,5,Adoption,4,2019-01-14,26,Yes
754,,Female,28,172051,Healthcare,4,4,Divorce,5,2019-01-16,22,Yes
330,,Male,56,95851,Healthcare,2,1,Childcare,5,2016-09-28,28,Yes
756,,Male,40,117612,Engineer,3,4,Willmaking,3,2019-01-17,11,Yes
559,,Female,47,66728,Healthcare,2,6,Childcare,4,2022-12-06,7,Yes
1978,,Male,29,163514,Doctor,1,0,Childcare,3,2020-03-25,52,Yes
89,,Female,37,143000,Artist,4,5,Childcare,3,2016-07-03,22,Yes
760,,Female,57,186577,Healthcare,2,5,Divorce,4,2019-01-19,41,Yes
1357,,Male,26,165846,Engineer,4,1,Childcare,4,2016-12-30,47,Yes
762,,Male,65,100155,Healthcare,3,2,Divorce,4,2019-01-21,43,Yes
763,,Female,37,123925,Artist,1,1,Custody,4,2019-01-22,48,Yes
764,,Female,35,169496,Lawyer,0,3,Willmaking,4,2019-01-23,9,Yes
765,,Female,42,142892,Entertainment,4,4,Adoption,4,2019-01-23,12,Yes
766,,Female,43,58979,Entertainment,1,0,Custody,5,2019-01-23,24,Yes
767,,Female,62,110846,Artist,4,6,Willmaking,5,2019-01-24,9,Yes
768,,Female,53,106841,Entertainment,0,5,Divorce,4,2019-01-24,23,Yes
769,,Female,52,117181,Doctor,2,1,Custody,4,2019-01-25,19,Yes
770,,Female,38,141416,Healthcare,4,6,Divorce,4,2019-01-27,49,Yes
771,,Female,35,86898,Healthcare,3,1,Divorce,5,2019-01-29,51,Yes
772,,Female,31,143241,Executive,1,0,Custody,5,2019-01-29,31,Yes
1822,,Male,53,77440,Lawyer,1,1,Childcare,4,2019-05-17,41,Yes
774,,Male,48,104854,Healthcare,1,3,Custody,3,2019-02-03,13,Yes
1276,,Female,35,110870,Engineer,2,2,Childcare,5,2017-09-10,53,Yes
776,,Female,31,180331,Artist,4,1,Custody,5,2019-02-06,36,Yes
777,,Male,53,165287,Doctor,3,2,Adoption,5,2019-02-07,40,Yes
778,,Female,41,132486,Artist,4,2,Willmaking,4,2019-02-08,15,Yes
779,,Female,34,101451,Healthcare,1,3,Adoption,3,2019-02-08,35,Yes
780,,Female,74,189974,Engineer,4,1,Willmaking,4,2019-02-10,20,Yes
781,,Male,55,96424,Artist,0,3,Custody,5,2019-02-12,43,Yes
782,,Male,39,90084,Artist,2,1,Willmaking,3,2019-02-13,15,Yes
783,,Female,42,151468,Artist,0,4,Adoption,4,2019-02-20,46,Yes
784,,Female,49,112247,Executive,0,4,Custody,5,2019-02-21,36,Yes
785,,Female,24,76561,Healthcare,0,1,Divorce,4,2019-02-22,52,Yes
786,,Female,28,125316,Lawyer,3,3,Divorce,4,2019-02-23,20,Yes
787,,Male,31,109373,Entertainment,3,6,Custody,3,2019-02-24,18,Yes
788,,Male,33,135042,Artist,3,0,Custody,5,2019-02-25,7,Yes
789,,Female,52,181775,Artist,2,3,Willmaking,5,2019-02-26,8,Yes
790,,Female,56,59784,Artist,4,6,Adoption,3,2019-02-26,30,Yes
791,,Male,41,140687,Artist,0,0,Willmaking,3,2019-02-27,8,Yes
792,,Male,27,182927,Healthcare,0,6,Custody,4,2019-02-28,28,Yes
1120,,Female,45,56782,Artist,0,4,Childcare,5,2021-07-02,49,Yes
794,,Female,63,59088,Artist,4,1,Divorce,5,2019-03-02,18,Yes
1521,,Male,29,183339,Artist,0,6,Childcare,3,2022-02-09,32,Yes
796,,Female,35,60856,Artist,2,0,Divorce,4,2019-03-04,29,Yes
797,,Male,34,170957,Lawyer,1,5,Adoption,4,2019-03-04,19,Yes
957,,Female,39,97931,Healthcare,1,5,Childcare,5,2020-04-24,24,Yes
799,,Female,31,104888,Healthcare,2,0,Custody,5,2019-03-07,43,Yes
1935,,Female,26,77259,Lawyer,1,6,Childcare,4,2022-02-28,8,Yes
801,,Female,54,139588,Executive,4,4,Custody,4,2019-03-08,7,Yes
802,,Female,62,177260,Entertainment,4,4,Divorce,4,2019-03-10,30,Yes
1344,,Female,32,187667,Artist,2,3,Childcare,3,2017-09-13,35,Yes
804,,Male,38,156823,Healthcare,1,2,Divorce,5,2019-03-12,10,Yes
805,,Female,46,183201,Engineer,4,3,Divorce,5,2019-03-14,26,Yes
806,,Female,50,84925,Artist,1,3,Divorce,5,2019-03-14,50,Yes
807,,Male,41,69719,Artist,4,2,Willmaking,3,2019-03-15,9,Yes
808,,Male,37,142776,Engineer,3,2,Willmaking,4,2019-03-17,12,Yes
1955,,Male,64,186897,Healthcare,0,6,Childcare,3,2022-12-13,8,Yes
810,,Male,54,156014,Doctor,1,6,Adoption,5,2019-03-19,53,Yes
811,,Male,30,184088,Entertainment,1,5,Custody,3,2019-03-20,28,Yes
812,,Female,42,158372,Artist,1,3,Divorce,4,2019-03-22,17,Yes
1904,,Male,41,83953,Healthcare,3,6,Childcare,4,2018-10-26,27,Yes
417,,Female,53,148908,Healthcare,4,4,Childcare,4,2021-03-01,54,Yes
815,,Male,41,162598,Artist,4,3,Custody,3,2019-03-26,35,Yes
816,,Male,40,135268,Lawyer,0,6,Adoption,5,2019-03-28,23,Yes
117,,Female,37,113767,Artist,3,4,Childcare,3,2022-06-08,6,Yes
818,,Female,41,136037,Marketing,2,5,Divorce,4,2019-03-31,51,Yes
2,,Female,39,101941,Healthcare,2,3,Childcare,4,2019-04-09,44,Yes
1583,,Male,59,143169,Engineer,2,4,Childcare,3,2021-01-28,49,Yes
821,,Female,64,111191,Artist,4,4,Willmaking,5,2019-04-04,7,Yes
822,,Female,30,144111,Entertainment,3,6,Custody,3,2019-04-04,35,Yes
823,,Female,44,167226,Homemaker,2,2,Adoption,5,2019-04-06,12,Yes
824,,Female,61,153821,Marketing,0,6,Divorce,5,2019-04-08,6,Yes
825,,Male,57,170669,Doctor,0,0,Willmaking,3,2019-04-09,7,Yes
589,,Female,29,61298,Artist,0,6,Childcare,5,2022-10-01,40,Yes
827,,Male,53,93555,Artist,0,4,Divorce,5,2019-04-09,47,Yes
828,,Female,35,55875,Engineer,1,6,Divorce,4,2019-04-10,20,Yes
937,,Female,59,150782,Executive,1,2,Childcare,4,2020-09-16,50,Yes
830,,Female,58,177513,Lawyer,2,3,Divorce,4,2019-04-11,19,Yes
831,,Female,21,177359,Doctor,3,0,Adoption,5,2019-04-11,53,Yes
832,,Female,58,100850,Doctor,2,2,Adoption,5,2019-04-13,41,Yes
833,,Female,60,112818,Marketing,0,3,Willmaking,5,2019-04-17,19,Yes
834,,Female,25,143082,Entertainment,3,1,Divorce,4,2019-04-17,18,Yes
835,,Female,60,85447,Artist,3,0,Divorce,5,2019-04-18,20,Yes
836,,Male,47,161120,Executive,4,1,Adoption,5,2019-04-20,39,Yes
837,,Female,41,114213,Doctor,4,6,Willmaking,4,2019-04-20,20,Yes
838,,Male,35,53509,Artist,1,1,Divorce,5,2019-04-23,46,Yes
839,,Female,57,186682,Entertainment,4,2,Adoption,3,2019-04-24,25,Yes
840,,Female,35,168269,Executive,3,6,Adoption,5,2019-04-24,14,Yes
565,,Male,21,182631,Artist,0,5,Childcare,5,2022-01-17,42,Yes
842,,Female,36,133400,Engineer,3,3,Willmaking,4,2019-04-26,16,Yes
843,,Female,27,52661,Healthcare,3,2,Divorce,4,2019-05-01,54,Yes
844,,Female,46,86766,Lawyer,4,6,Divorce,4,2019-05-01,36,Yes
845,,Male,45,56432,Engineer,2,2,Divorce,5,2019-05-03,42,Yes
846,,Female,35,148520,Healthcare,3,1,Adoption,5,2019-05-06,21,Yes
847,,Male,34,189945,Engineer,2,3,Divorce,4,2019-05-07,13,Yes
848,,Male,48,149936,Artist,0,1,Willmaking,4,2019-05-07,6,Yes
675,,Male,62,134882,Artist,3,2,Childcare,4,2022-02-27,44,Yes
1640,,Male,23,156655,Entertainment,0,6,Childcare,4,2020-07-31,11,Yes
851,,Female,26,102296,Entertainment,3,0,Divorce,5,2019-05-08,43,Yes
852,,Female,41,163966,Lawyer,0,0,Divorce,5,2019-05-08,29,Yes
853,,Male,46,52152,Artist,0,3,Custody,4,2019-05-08,8,Yes
854,,Male,38,178416,Executive,1,6,Custody,5,2019-05-09,29,Yes
855,,Female,53,83788,Doctor,0,6,Custody,5,2019-05-10,49,Yes
856,,Male,54,188034,Healthcare,3,2,Divorce,4,2019-05-10,32,Yes
1541,,Female,32,148431,Healthcare,3,2,Childcare,5,2017-02-23,6,Yes
858,,Female,35,184771,Engineer,0,2,Willmaking,5,2019-05-11,13,Yes
859,,Female,39,58639,Entertainment,4,6,Divorce,4,2019-05-13,49,Yes
860,,Female,44,127911,Homemaker,3,3,Divorce,5,2019-05-15,49,Yes
861,,Female,65,174114,Lawyer,3,6,Willmaking,3,2019-05-16,6,Yes
1382,,Female,31,69730,Artist,0,6,Childcare,5,2018-09-06,48,Yes
863,,Female,24,86119,Artist,1,1,Divorce,5,2019-05-17,46,Yes
1749,,Female,49,165711,Artist,2,2,Childcare,5,2021-05-01,36,Yes
1653,,Female,40,176397,Artist,2,4,Childcare,4,2018-05-28,6,Yes
866,,Female,31,100056,Entertainment,1,3,Adoption,3,2019-05-19,30,Yes
867,,Female,45,74696,Doctor,4,1,Divorce,4,2019-05-21,42,Yes
868,,Male,56,64707,Entertainment,4,1,Divorce,4,2019-05-21,6,Yes
869,,Male,47,66686,Artist,4,0,Divorce,5,2019-05-21,52,Yes
531,,Male,53,106314,Artist,0,2,Childcare,5,2022-07-05,40,Yes
871,,Male,53,71795,Healthcare,4,2,Divorce,5,2019-05-25,40,Yes
872,,Female,28,61228,Entertainment,3,3,Adoption,5,2019-05-25,10,Yes
873,,Female,61,138529,Healthcare,1,5,Divorce,5,2019-05-26,14,Yes
874,,Male,39,76567,Doctor,0,3,Divorce,4,2019-05-28,51,Yes
875,,Female,44,152405,Artist,2,3,Willmaking,4,2019-05-29,14,Yes
708,,Female,42,166163,Engineer,1,6,Childcare,5,2020-10-09,23,Yes
877,,Male,40,157757,Doctor,4,3,Adoption,3,2019-05-30,46,Yes
878,,Male,27,166361,Engineer,0,5,Custody,4,2019-05-31,38,Yes
879,,Female,37,67227,Artist,0,5,Adoption,5,2019-05-31,10,Yes
974,,Male,23,126370,,1,1,Childcare,4,2019-05-29,52,Yes
881,,Female,50,154007,Artist,1,2,Willmaking,4,2019-06-02,19,Yes
882,,Female,36,170647,Healthcare,2,4,Divorce,4,2019-06-02,21,Yes
883,,Female,54,161646,Healthcare,3,3,Custody,5,2019-06-03,43,Yes
884,,Male,22,98016,Healthcare,1,4,Adoption,3,2019-06-04,42,Yes
885,,Male,52,50526,Artist,3,4,Custody,5,2019-06-07,30,Yes
886,,Male,75,175208,Executive,1,6,Willmaking,5,2019-06-08,17,Yes
887,,Female,41,69720,Lawyer,1,0,Willmaking,4,2019-06-08,10,Yes
1575,,Male,51,109223,Engineer,2,5,Childcare,5,2021-01-27,6,Yes
889,,Female,38,97721,Engineer,3,1,Custody,3,2019-06-09,6,Yes
1351,,Female,57,82000,Artist,2,5,Childcare,3,2014-08-13,19,Yes
891,,Male,70,166737,Artist,0,0,Willmaking,4,2019-06-10,15,Yes
892,,Female,52,155864,Healthcare,4,4,Custody,5,2019-06-11,39,Yes
819,,Female,31,94655,Healthcare,1,4,Childcare,5,2019-09-01,17,Yes
894,,Female,27,145457,Executive,2,6,Adoption,4,2019-06-12,54,Yes
895,,Female,48,62651,Entertainment,0,2,Willmaking,3,2019-06-15,14,Yes
896,,Female,35,179546,Homemaker,4,6,Adoption,3,2019-06-16,39,Yes
897,,Male,30,118041,Artist,0,0,Custody,4,2019-06-18,15,Yes
898,,Female,27,51866,Artist,1,4,Divorce,5,2019-06-18,27,Yes
899,,Female,50,65031,Artist,3,1,Willmaking,4,2019-06-19,14,Yes
900,,Female,65,86297,Executive,3,1,Divorce,5,2019-06-19,28,Yes
901,,Male,34,69383,Entertainment,1,3,Divorce,4,2019-06-20,51,Yes
902,,Male,36,90082,Artist,2,2,Custody,4,2019-06-24,42,Yes
903,,Female,38,73759,Doctor,3,3,Custody,5,2019-06-24,29,Yes
904,,Female,30,116001,Engineer,0,0,Divorce,4,2019-06-27,13,Yes
905,,Male,33,70733,Artist,4,3,Custody,4,2019-06-27,45,Yes
906,,Male,26,87040,Artist,0,4,Divorce,4,2019-06-27,25,Yes
649,,Female,49,52648,Artist,0,6,Childcare,4,2022-03-19,52,Yes
908,,Female,36,180956,Artist,3,6,Divorce,5,2019-06-28,25,Yes
909,,Female,31,74928,Artist,1,0,Divorce,5,2019-06-28,13,Yes
910,,Female,27,101352,Lawyer,2,0,Divorce,5,2019-07-01,27,Yes
911,,Female,35,93947,Healthcare,3,1,Willmaking,3,2019-07-03,13,Yes
912,,Female,62,115517,Healthcare,3,4,Willmaking,5,2019-07-03,20,Yes
913,,Male,69,76979,Lawyer,0,1,Willmaking,5,2019-07-04,13,Yes
914,,Male,28,50798,Artist,1,6,Custody,4,2019-07-04,42,Yes
1197,,Female,51,104974,Artist,2,4,Childcare,3,2018-09-12,12,Yes
916,,Female,40,146350,Artist,1,6,Adoption,5,2019-07-05,20,Yes
917,,Male,49,101858,Healthcare,2,2,Custody,4,2019-07-05,29,Yes
918,,Female,71,81112,Healthcare,2,3,Willmaking,5,2019-07-07,13,Yes
416,,Male,56,146597,Engineer,2,0,Childcare,3,2018-04-04,19,Yes
920,,Male,36,171949,Doctor,0,3,Custody,5,2019-07-07,25,Yes
921,,Male,50,159006,Artist,0,4,Divorce,5,2019-07-09,15,Yes
922,,Female,54,165501,Artist,0,1,Custody,3,2019-07-09,45,Yes
1434,,Male,52,34000,Entertainment,1,1,Childcare,4,2014-12-25,11,Yes
1413,,Male,40,104249,Engineer,4,5,Childcare,4,2023-01-24,13,No
925,,Male,43,93841,Lawyer,4,3,Custody,5,2019-07-11,49,Yes
926,,Male,40,135931,Lawyer,1,0,Adoption,4,2019-07-14,19,Yes
927,,Male,55,131061,Healthcare,4,3,Custody,5,2019-07-14,28,Yes
928,,Male,35,146130,Entertainment,4,2,Divorce,4,2019-07-15,41,Yes
302,,Female,61,150823,Artist,2,1,Childcare,4,2021-12-28,24,Yes
930,,Male,52,84471,Doctor,1,5,Willmaking,5,2019-07-16,15,Yes
931,,Female,57,75195,Artist,0,6,Willmaking,5,2019-07-18,15,Yes
932,,Female,28,144485,Entertainment,1,6,Divorce,4,2019-07-18,10,Yes
933,,Male,48,123083,Entertainment,1,6,Divorce,5,2019-07-20,30,Yes
934,,Female,75,158638,Healthcare,2,3,Willmaking,5,2019-07-21,8,Yes
935,,Male,51,96693,Entertainment,3,3,Custody,4,2019-07-25,48,Yes
936,,Female,22,129507,Healthcare,4,2,Adoption,5,2019-07-25,32,Yes
1770,,Male,42,76155,Healthcare,1,5,Childcare,5,2022-01-08,26,Yes
938,,Female,45,114510,Healthcare,1,3,Adoption,5,2019-07-26,40,Yes
939,,Male,56,73884,Healthcare,1,1,Willmaking,5,2019-07-28,17,Yes
940,,Female,34,149031,Artist,2,3,Custody,5,2019-07-28,11,Yes
941,,Female,24,66256,Lawyer,2,5,Custody,3,2019-07-29,42,Yes
942,,Female,42,118285,Doctor,3,2,Adoption,4,2019-07-30,35,Yes
562,,Male,44,181760,Healthcare,4,4,Childcare,4,2017-03-29,23,Yes
944,,Male,38,128723,Artist,0,6,Custody,3,2019-07-30,9,Yes
945,,Female,55,178285,Artist,4,3,Adoption,4,2019-08-03,41,Yes
946,,Female,57,144176,Marketing,0,3,Divorce,4,2019-08-03,10,Yes
947,,Male,54,86235,Artist,3,1,Custody,4,2019-08-04,25,Yes
1068,,Male,37,175267,Healthcare,3,5,Childcare,4,2019-09-29,53,Yes
949,,Male,42,83599,Healthcare,4,1,Willmaking,4,2019-08-07,13,Yes
950,,Male,53,82474,Artist,4,1,Custody,4,2019-08-08,54,Yes
951,,Female,69,159010,Lawyer,3,6,Willmaking,5,2019-08-10,6,Yes
952,,Female,39,76164,Artist,2,2,Willmaking,5,2019-08-10,6,Yes
953,,Female,28,82535,Healthcare,2,3,Custody,5,2019-08-11,44,Yes
954,,Male,51,92227,Lawyer,1,0,Adoption,4,2019-08-12,44,Yes
955,,Male,60,77873,Executive,3,0,Willmaking,3,2019-08-13,8,Yes
956,,Female,42,150444,Artist,0,5,Custody,5,2019-08-16,7,Yes
1949,,Female,31,147548,Executive,3,3,Childcare,4,2021-09-19,46,Yes
958,,Male,64,53392,Artist,4,4,Divorce,4,2019-08-18,37,Yes
1355,,Female,35,70030,Healthcare,0,3,Childcare,5,2020-10-08,35,Yes
960,,Male,57,128917,Homemaker,3,1,Willmaking,3,2019-08-22,19,Yes
961,,Male,46,113605,Artist,1,6,Adoption,4,2019-08-22,19,Yes
962,,Male,64,185067,Lawyer,0,0,Willmaking,5,2019-08-24,14,Yes
963,,Male,57,132183,Artist,3,5,Willmaking,4,2019-08-26,10,Yes
964,,Female,43,93854,Healthcare,2,5,Adoption,4,2019-08-26,33,Yes
965,,Female,61,82060,Healthcare,3,3,Divorce,4,2019-08-31,41,Yes
1064,,Male,30,84000,Artist,1,2,Childcare,3,2014-07-24,11,Yes
207,,Female,42,59971,Homemaker,0,4,Childcare,4,2018-10-05,16,Yes
968,,Male,52,94844,,4,6,Custody,4,2019-09-01,52,Yes
969,,Female,55,133614,Artist,3,0,Custody,4,2019-09-01,11,Yes
865,,Female,38,57180,Healthcare,3,3,Childcare,4,2017-03-03,7,Yes
971,,Male,50,79257,Healthcare,2,1,Custody,5,2019-09-07,53,Yes
972,,Male,24,118280,Artist,3,0,Custody,5,2019-09-08,29,Yes
1812,,Male,26,121610,Artist,2,0,Childcare,3,2021-01-16,17,Yes
1166,,Male,34,62186,Marketing,3,4,Childcare,3,2018-09-25,30,Yes
975,,Female,31,127971,Artist,2,4,Divorce,5,2019-09-11,7,Yes
442,,Male,30,144489,Artist,1,4,Childcare,4,2019-05-17,50,Yes
977,,Male,25,76103,Executive,0,6,Divorce,5,2019-09-12,44,Yes
978,,Female,50,70373,Healthcare,3,0,Custody,3,2019-09-12,54,Yes
1206,,Female,65,63334,Artist,3,4,Childcare,3,2020-03-20,9,Yes
980,,Female,42,157994,Artist,4,2,Custody,5,2019-09-14,30,Yes
981,,Female,43,77600,Healthcare,2,4,Divorce,4,2019-09-15,11,Yes
982,,Female,43,143180,Artist,0,0,Willmaking,5,2019-09-18,11,Yes
983,,Female,33,113707,Entertainment,2,5,Divorce,5,2019-09-18,45,Yes
984,,Female,67,189672,Doctor,2,6,Willmaking,5,2019-09-18,19,Yes
1629,,Male,39,74607,Healthcare,4,3,Childcare,4,2022-11-14,6,Yes
986,,Male,53,93786,Entertainment,3,3,Custody,5,2019-09-24,17,Yes
987,,Male,45,75178,Entertainment,0,5,Willmaking,4,2019-09-24,10,Yes
1289,,Female,24,95053,Entertainment,1,4,Childcare,4,2018-11-13,13,Yes
989,,Male,37,121377,,3,4,Willmaking,4,2019-10-01,7,Yes
990,,Female,35,99263,Healthcare,2,1,Adoption,3,2019-10-02,43,Yes
991,,Male,37,154857,Healthcare,4,1,Divorce,4,2019-10-03,8,Yes
992,,Female,35,52590,Healthcare,3,4,Adoption,5,2019-10-04,30,Yes
993,,Male,34,170959,Artist,0,3,Adoption,5,2019-10-04,37,Yes
994,,Male,74,135076,Engineer,1,4,Willmaking,5,2019-10-06,8,Yes
145,,Female,52,92048,Healthcare,2,3,Childcare,3,2020-01-20,36,Yes
996,,Female,28,160945,Healthcare,2,5,Divorce,5,2019-10-11,19,Yes
997,,Female,56,184639,Doctor,3,4,Divorce,4,2019-10-11,17,Yes
998,,Female,33,172369,Artist,1,0,Adoption,4,2019-10-11,23,Yes
1283,,Male,36,67787,Executive,1,0,Childcare,5,2020-08-30,31,Yes
1348,,Male,64,152684,Lawyer,1,2,Childcare,4,2018-09-15,48,Yes
1001,,Female,49,187141,Doctor,0,2,Adoption,5,2019-10-15,28,Yes
1002,,Male,39,67799,Entertainment,0,6,Willmaking,4,2019-10-17,17,Yes
1680,,Male,42,53231,Marketing,0,5,Childcare,5,2018-03-21,44,Yes
1004,,Female,59,97468,Artist,4,3,Willmaking,4,2019-10-18,16,Yes
1005,,Female,30,160351,Lawyer,2,5,Custody,3,2019-10-20,29,Yes
1006,,Female,37,176074,Doctor,3,6,Adoption,4,2019-10-21,26,Yes
1428,,Female,45,140107,Marketing,2,2,Childcare,3,2022-03-14,9,Yes
1008,,Male,45,167517,Artist,0,5,Divorce,5,2019-10-24,43,Yes
1009,,Female,27,77914,Artist,3,5,Adoption,5,2019-10-25,31,Yes
814,,Male,61,71000,Engineer,3,1,Childcare,3,2015-04-24,54,Yes
1011,,Female,50,170188,Lawyer,3,0,Custody,3,2019-10-26,7,Yes
1012,,Female,37,86365,Engineer,2,6,Adoption,3,2019-10-26,26,Yes
1013,,Female,46,166007,Doctor,4,4,Willmaking,4,2019-10-28,15,Yes
1014,,Male,66,93883,Healthcare,3,4,Willmaking,4,2019-10-28,9,Yes
1015,,Female,37,131091,Artist,2,2,Divorce,5,2019-11-02,45,Yes
1016,,Male,47,87222,Healthcare,4,4,Divorce,5,2019-11-02,49,Yes
1017,,Female,52,117076,Doctor,0,4,Custody,3,2019-11-04,17,Yes
1018,,Male,34,150925,Healthcare,2,3,Divorce,5,2019-11-05,53,Yes
1019,,Male,48,91794,Entertainment,0,6,Willmaking,3,2019-11-06,14,Yes
1020,,Female,62,138644,Engineer,0,1,Divorce,5,2019-11-07,29,Yes
39,,Female,62,140673,Artist,4,3,Childcare,5,2019-12-21,47,Yes
1022,,Male,30,148493,Doctor,3,4,Divorce,4,2019-11-12,30,Yes
1023,,Male,42,84658,Lawyer,0,2,Divorce,5,2019-11-13,20,Yes
1024,,Male,36,108759,Artist,3,5,Adoption,5,2019-11-14,48,Yes
1025,,Male,57,111618,Lawyer,1,4,Divorce,4,2019-11-14,51,Yes
1026,,Female,31,189072,Artist,4,6,Divorce,5,2019-11-17,45,Yes
1027,,Male,26,152717,Executive,3,3,Divorce,5,2019-11-19,53,Yes
1028,,Female,53,158549,Executive,4,5,Adoption,4,2019-11-21,10,Yes
1029,,Male,37,134263,Marketing,1,2,Custody,4,2019-11-21,11,Yes
1030,,Male,31,186203,Artist,4,5,Custody,5,2019-11-21,45,Yes
1031,,Female,56,147258,Lawyer,3,4,Adoption,4,2019-11-22,25,Yes
72,,Female,26,92000,Executive,3,2,Childcare,4,2015-03-29,26,Yes
1033,,Male,44,149092,Engineer,4,4,Divorce,5,2019-11-24,18,Yes
1034,,Female,34,148236,Executive,1,3,Divorce,4,2019-11-26,25,Yes
1035,,Male,51,117777,Artist,3,1,Custody,5,2019-11-26,37,Yes
1036,,Male,43,163845,Doctor,0,3,Divorce,5,2019-11-26,39,Yes
1037,,Male,25,131584,Artist,1,6,Custody,4,2019-11-28,23,Yes
1038,,Female,47,123904,Artist,3,3,Custody,4,2019-11-29,39,Yes
193,,Male,63,91290,Healthcare,2,3,Childcare,5,2021-12-25,48,Yes
1040,,Female,43,189446,Artist,0,3,Custody,4,2019-12-03,51,Yes
1041,,Female,43,89801,Artist,0,2,Divorce,4,2019-12-05,12,Yes
